created_at,text,user_name,user_avatar,reposts_count,comments_count,attitudes_count
2025-02-13 11:00:01,"[DRIP] 'BILLIONAIRE' PERFORMANCE VIDEO D-1

02.14. 12AM KST

#BABYMONSTER# #1stFULLALBUM# #DRIP# #BILLIONAIRE# #PerformanceVideo# #YG# ​",BABYMONSTER_YG,"https://tvax4.sinaimg.cn/crop.0.0.600.600.1024/008wEcUgly8hjp918wf5mj30go0gogll.jpg?KID=imgbed,tva&Expires=1739445674&ssig=T9PfLNmvYH",293,2738,12768
2025-02-13 11:00:00,"海外看哪吒，天涯共此时！
#电影哪吒之魔童闹海#首批海外上映地区定档
2月13日 澳大利亚、新西兰、斐济、巴布亚新几内亚
2月14日 美国、加拿大 ​",电影哪吒之魔童闹海,"https://tvax3.sinaimg.cn/crop.0.0.600.600.1024/006MNQ2Qly8hwfl4uwjqgj30go0go0u0.jpg?KID=imgbed,tva&Expires=1739446096&ssig=LkqmxNOaUS",859,2063,48585
2025-02-13 10:56:40,"#特朗普称俄美希望结束俄乌冲突#
其实两普通话不是什么新鲜事了，这么多年一直没断过联系。但是公开出来，而且两边口径一致，说明川普对俄做出了重大让步。这些让步不仅限于乌克兰领土问题和加入北约问题——这已经不能满足俄的胃口和要价了——可能还包含对欧洲整体安全架构的更多让步。
美国二战后全 ​",撒马尔罕的星空,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.1024/3fa04db7ly8hnjmn8us0ij20u00u0jva.jpg?KID=imgbed,tva&Expires=1739446087&ssig=xBxRnGiBvs",12,20,40
2025-02-13 10:54:30,今天明天得踩到60日线附近考验支撑，撑住了也算正常走势，突破回踩吗 ​​​,天津股侠,"https://tva3.sinaimg.cn/crop.0.0.1242.1242.1024/710f2ff5jw8f8v9xo0cpcj20yi0yiwg5.jpg?KID=imgbed,tva&Expires=1739445676&ssig=NuxNLFZz9i",2,53,1968
2025-02-13 10:51:24,"中国AI掀翻硅谷牌桌，OpenAI彻底跪了！
 
在巴黎AI峰会上，OpenAI掌门人奥尔特曼屡次怒赞中国，对着中国各种发射合作彩虹屁，希望尽快在人工智能领域和中国合作。
这场景像极了漫威宇宙里洛基被雷神按在地上摩擦时大喊：""哥哥我错了！""
 
毕竟中国AI军团已经把硅谷的估值神话撕成了爽文素材。
DeepSeek ​",一个坏土豆,"https://tvax1.sinaimg.cn/crop.167.71.355.355.1024/0083Ji7rly8gbp4vzop54j30hs0cdjrj.jpg?KID=imgbed,tva&Expires=1739445671&ssig=Em7KZhdtCU",32,19,248
2025-02-13 10:51:14,感谢大家对我的认可和信任，你们元宵节都收到红包了吗[doge] ​,战牛砥砺前行,"https://tvax2.sinaimg.cn/crop.0.0.512.512.1024/007c6zg4ly8hxdkus12fuj30e80e8my2.jpg?KID=imgbed,tva&Expires=1739444832&ssig=EOyFbD7ffP",109,94,131
2025-02-13 10:51:06,"说好的永远跟我做天下第一最最好的那批人在哪里，都出来点赞了，今天的赞应该要比涨的时候跟多才对，别今天浮亏1个点人气就少了一半了，我很没面子的[笑而不语]

居然还有人说我搞砸了，我就搞不清了，之前卧龙电驱、二六三、视觉中国几十个点赚的时候也没见来V我50，500的，我都在尽我最大力气帮赚钱 ​",随地大小股,"https://tvax1.sinaimg.cn/crop.0.0.600.600.1024/0084CxcFly8hv5ufjk3hgj30go0gowf5.jpg?KID=imgbed,tva&Expires=1739445671&ssig=SGlJaQV4s9",2,213,512
2025-02-13 10:49:00,#登陆少年新专辑演唱会准备中# 昨晚湖南卫视元宵晚会后台，@登陆少年组合 在采访时被问到组合后面有没有什么工作计划，少年们透露说在2月14日情人节当天会有新歌上线，另外演唱会和新专辑也都在安排中，真是太期待啦！http://t.cn/A61wCBRD ​,新浪演出,"https://tvax2.sinaimg.cn/crop.0.0.180.180.1024/007bgP84ly1h8vgvt7w4lj3050050weg.jpg?KID=imgbed,tva&Expires=1739445682&ssig=no46%2BwY7j9",25,222,15674
2025-02-13 10:46:19,"【#加拿大省长齐聚华盛顿反对美加征关税#】当地时间2月12日，加拿大所有13位省长齐聚华盛顿，于当日会见了白宫一位高级官员，继续反对美国对加拿大商品征收关税。

据悉，爱德华王子岛省省长和新斯科舍省省长因国内天气原因提前离开，未参加会见。

10日，特朗普签署行政命令，自3月12日起对包括加拿大 ​",早安江苏JSBC,"https://tvax3.sinaimg.cn/crop.0.0.690.690.1024/6812f3f3ly8hwjqnp8qf1j20j60j63zi.jpg?KID=imgbed,tva&Expires=1739445662&ssig=2iDOueAm9c",0,0,0
2025-02-13 10:45:58,昨天元宵节，不管怎么样，主力给拉个红盘过节，皆大欢喜，就算不错了！年也过了，节也过了，主力该收割了，这波题材股科技股涨幅可不小了！游资获利丰厚，随时兑现 ​​​,天津股侠,"https://tva3.sinaimg.cn/crop.0.0.1242.1242.1024/710f2ff5jw8f8v9xo0cpcj20yi0yiwg5.jpg?KID=imgbed,tva&Expires=1739445673&ssig=%2B9f7uQqbXk",17,68,1980
2025-02-13 10:42:08,"泽连斯基的“B计划”来了！
2月12日，乌克兰总统泽连斯基在接受采访时称，若乌克兰不被北约接纳，就需要大幅扩充军队。具体来说，就是将军人数量增加一倍，甚至几倍，建成一支可以与俄罗斯军队规模相当的军队。他表示回向美国提出具体的要求！
是啊！泽连斯基眼看着加入北约的希望越来越渺茫，当初给自 ​",黄满满呢,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.1024/006p6Ca0ly8huhmx7ettnj30u00u1t9b.jpg?KID=imgbed,tva&Expires=1739445672&ssig=1a4HJuvTTw",0,1,408
2025-02-13 10:39:08,左棍们还有脸喷特朗普和马斯克，看看财政状况，不减少支出能行吗？ ​,古典奥派主义者,"https://tvax2.sinaimg.cn/crop.0.75.349.349.1024/0088nChXly1gexle8s351j309p0dwjsa.jpg?KID=imgbed,tva&Expires=1739446090&ssig=hcQe2oePYX",13,15,86
2025-02-13 10:37:02,总统唐纳德·特朗普周三宣布，他将很快在沙特阿拉伯或其他地点与俄罗斯总统弗拉基米尔·普京会面，具体日期尚未确定。 ​,心有半亩花田eternity,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.1024/008CAF0gly8hmbb4oaw4vj30u00u0wht.jpg?KID=imgbed,tva&Expires=1739445692&ssig=SNVXmtMIGt",5,10,65
2025-02-13 10:35:38,"#周润发也是六边形daddy#

唐探1900里的发哥也是父亲级别，真的忍不住说一声好daddy啊[憧憬]！

 一个人带娃，经历过惨痛的不公，努力在美打拼，独自撑起了唐人街的一片天，一心只想护儿子周全，但还是没能保护好他，振邦去世的时候感觉他要碎了，眼含热泪在法庭上舌战群儒的时候又看的人又激动又感动 ​",逍遥珊33,"https://tvax3.sinaimg.cn/crop.0.0.512.512.1024/aa930d9aly8h5xc0hhlvxj20e80e8753.jpg?KID=imgbed,tva&Expires=1739445242&ssig=CXy5SOIaPo",3395,1205,5534
2025-02-13 10:33:13,#检察机关对油罐车运输食用油案提起公诉#【天津、河北检察机关已对“油罐车运输食用油”案提起公诉】2月13日，最高人民检察院经济犯罪检察厅厅长杜学毅做客“高质效办好每一个案件，持续推进习近平法治思想的检察实践”最高检厅长访谈时介绍，2024年，最高检依法加大对危害食药安全犯罪重大敏感案件的 ​,最高人民检察院,"https://tvax4.sinaimg.cn/crop.0.0.600.600.1024/005vZQ9Nly8h8vgpnj6vpj60go0goabw02.jpg?KID=imgbed,tva&Expires=1739445664&ssig=4QjiKrdj%2Bu",190,83,633
2025-02-13 10:32:56,"白鹿，欧豪《北上》马上🐑8播出，
本来🐑1坐稳收视率，粉丝必吹必爆局。
去🐑8椰奶好像不爱这个题材。 http://t.cn/A61Ahj6X ​",呱唧花花花,"https://tvax4.sinaimg.cn/crop.0.0.828.828.1024/008y4DBKly8hcwmghx8syj30n00n0myy.jpg?KID=imgbed,tva&Expires=1739445690&ssig=JttCj3hmtd",15,152,12918
2025-02-13 10:31:40,"#胡歌好像我的显眼包同学#
@胡歌 的显眼包属性是不是不打算藏了？！昨天《花样年华》重映首映礼，本以为又要见到惊艳整个上海滩的宝总了，没想到胡歌没藏好“本尊”上演了一场 “变如脸” 大戏~躲着大家偷笑，好笑程度100%，偷笑被抓包，好笑程度1000000%！
其实我早就觉得他像我的显眼包同学了，之前 ​",渡边小鲜肉,"https://tvax3.sinaimg.cn/crop.0.0.512.512.1024/989e169ely8fxvzyfv880j20e80e8wer.jpg?KID=imgbed,tva&Expires=1739445687&ssig=iFubZdSVPv",2934,1016,4421
2025-02-13 10:30:54,"#电影哪吒之魔童闹海#票房破96亿！
心怀感恩，热忱依旧。
山河远阔，谢谢你一直在身边。 ​",电影哪吒之魔童闹海,"https://tvax3.sinaimg.cn/crop.0.0.600.600.1024/006MNQ2Qly8hwfl4uwjqgj30go0go0u0.jpg?KID=imgbed,tva&Expires=1739445672&ssig=l3Kg4e3ncK",1588,3585,104307
2025-02-13 10:30:26,#网剧漫城ManCheng[超话]##余承恩王子璇合唱漫城ost##网剧漫城# OST赛道也是被苏言成@余承恩 白筱朵@王子璇 闯进去了，就这个宿命感包好听的[并不简单]～随机抽查，大家都听了多少遍啦？2月14日起，大家记得来追剧，我们不见不散！🥝预约👉http://t.cn/A63TkZGb http://t.cn/A61Aho36 ​,网剧漫城,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.1024/008yULNely8hmc0q0kpxvj30u00u0jto.jpg?KID=imgbed,tva&Expires=1739445677&ssig=NIwO%2BzH6j%2F",71,424,2204
2025-02-13 10:30:01,"特朗普称乌克兰加入北约的前景“不切实际且可能性不大”
#特朗普直言乌克兰入约不切实际# http://t.cn/A61AhS5C ​",观察者网,"https://tvax3.sinaimg.cn/crop.6.8.591.591.1024/707e96d5ly8h8vg9v0hpjj20go0gowf6.jpg?KID=imgbed,tva&Expires=1739446090&ssig=8riT63Va8Q",11,24,99
2025-02-13 10:29:53,"#声生不息大湾区季金曲盛典歌单#
音符流转，重现港乐经典
旋律悠扬，见证金曲加冕
#声生不息# 「金曲盛典」本周五12:00芒果TV、19:30湖南卫视播出，20:00澳视澳门播出，每周六20:00TVB播出！ ​",湖南卫视,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.1024/001MTwmaly8h8vlu6go9hj60u00u0mxm02.jpg?KID=imgbed,tva&Expires=1739446096&ssig=hW0p2u5eF1",8,135,2891
2025-02-13 10:28:59,"#掌心插漫画梦回怪侠一枝梅# 

《掌心》里叶平安和伍安康谈话时穿插的这一段水墨风国漫也太惊喜了吧，梦回怪侠一枝梅啊！

想当年看怪侠一枝梅的时候也是这样别出心裁的漫画转场，几个画面就把前后剧情串联了起来，新鲜感有了，质感也是一点不差。看到掌心里用同样的漫画转场讲述回忆剧情，有种小时候 ​",闻汤识面泡剧,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.1024/69dbddb1ly8gdi7fgptdnj20u00u0wfy.jpg?KID=imgbed,tva&Expires=1739445676&ssig=QJx5ead76t",3567,1260,7908
2025-02-13 10:27:49,#开盘一小时点评# 今日早盘，大盘低开冲高震荡，盘中分化，个股还跌的多一些，大盘自3140点反弹以来，已经18个交易日，要是反弹性质，周期就差不多了（反转走牛再说），先按反弹看，今天或出现冲高回落，个股回调的会比较大的一天，没别的利空，涨多了就是利空，获利盘要兑现的！所以，注意高位兑现， ​,天津股侠,"https://tva3.sinaimg.cn/crop.0.0.1242.1242.1024/710f2ff5jw8f8v9xo0cpcj20yi0yiwg5.jpg?KID=imgbed,tva&Expires=1739446096&ssig=nzMX7zpjBm",16,86,1807
2025-02-13 10:26:38,"#最好的姐妹死在了自己面前#

我想，叶平安不是不知道复仇的路上会有牺牲，只是她没想到先走的是自己的姐妹。
叶平安得知礼宗旭对元少城的陷害阴谋，为了扭转局面，她精心策划反制，想让礼宗旭成为刺杀朔丹使臣的嫌犯，可没想到计划被识破。一朝局势变得难以控制。
本来缜密的，采莲为了完成刺杀礼宗旭 ​",福多多剧有福,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.1024/6d3c4072ly8geruprm1d7j20u00u040o.jpg?KID=imgbed,tva&Expires=1739445666&ssig=rZfrZeqnqD",2903,1460,10972
2025-02-13 10:24:25,#中国出了个小哪吒#【哪吒海外上映！“#我偏要踏出一条自己的路#”[拳头]】破万重浪，跨千重山。#哪吒2国际版海报给老外亿点点震撼#↓↓骄傲转发，为吒儿打call！​​​​​​​​​,央视新闻,"https://tvax1.sinaimg.cn/crop.0.0.600.600.1024/002TLsr9ly8hyczj5vd4ij60go0godgk02.jpg?KID=imgbed,tva&Expires=1739446096&ssig=erwG90tXHS",2250,1554,31844
2025-02-13 10:23:44,"哪吒2破97亿，进全球影史前20了～
而且已经开始有海外票房了。
今天估计能到第16位。 #哪吒2全球票房TOP20# ​",霜叶,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.1024/76102133ly8hx4jlckdsmj20u00u07cm.jpg?KID=imgbed,tva&Expires=1739445671&ssig=JuFCALDbb2",17,99,520
2025-02-13 10:22:31,尊界S800这悬架绝了。视频里过坑洼跟履平地似的，什么“凌波微步”，简直就是魔法。水坑测试也牛逼，一点水花都没有，这是怎么做到的？舒适性直接拉满，想体验。#尊界S800路况测试表演水花消失术##尊界S800过坑不入坑# ​,晓川杂谈,"https://tvax2.sinaimg.cn/crop.0.0.600.600.1024/002Cc8iDly8hy6avizc1tj60go0gomxz02.jpg?KID=imgbed,tva&Expires=1739446091&ssig=45m8fYesTQ",223,537,2428
2025-02-13 10:20:41,家人们，今天我手里握着一张创业板的神秘底牌，关乎咱们的“钱途”。 是继续持有坐等收益，还是果断换票开启新局？如果你也在纠结，持有就评论“178”，换票就敲“222”，一起在股海博弈中找准方向 ！ ​,索哥_,"https://tvax1.sinaimg.cn/crop.0.0.512.512.1024/007v4yPgly8hbsh5o5v2zj30e80e83z5.jpg?KID=imgbed,tva&Expires=1739445676&ssig=Mn18m7SAXp",4,402,1236
2025-02-13 10:19:29,"#中国留学生洛杉矶遇害#【#在洛杉矶遇害中国留学生确认他杀##在美遇害中国留学生身上多处受伤#】中国驻美国洛杉矶总领事馆2月13日通报：根据洛杉矶警方通报，就读于南加州一所高校的一名中国留学生近日在其校外住所不幸遇害，目前案件正在加紧调查中。
加州新闻报道官网显示，洛杉矶县报告一名23岁亚裔 ​",潇湘晨报,"https://tvax4.sinaimg.cn/crop.0.0.826.826.1024/001O24LNly8h8viu4nck1j60my0myq3m02.jpg?KID=imgbed,tva&Expires=1739445670&ssig=DZeagbo34A",118,755,6638
2025-02-13 10:18:19,"Tulsi成为情报总监后在白宫：

“Mr. president, first and foremost, I just wanna say thank you from the bottom of my heart for the trust that you have placed in me to fulfill this critical position as DNI.”

“I look forward to being able to help fulfill that mandate that the Amer ​",纪春生在美国,"https://tvax1.sinaimg.cn/crop.0.0.600.600.1024/006bbch7ly8hnhm2newadj30go0got9e.jpg?KID=imgbed,tva&Expires=1739445670&ssig=ZH7IdS9zcK",11,15,69
2025-02-13 10:15:56,这波反弹，目测短线快到位了！补掉3351点缺口，多头的小目标就达到了，后面要涨，需要更大的成交和利好配合了。 ​,天津股侠,"https://tva3.sinaimg.cn/crop.0.0.1242.1242.1024/710f2ff5jw8f8v9xo0cpcj20yi0yiwg5.jpg?KID=imgbed,tva&Expires=1739445664&ssig=tCaTTyEMz0",14,71,2296
2025-02-13 10:15:40,#哪吒2全球票房T0P20#【#哪吒2全球TOP20第一部亚洲电影#】🇨🇳五星红旗冉冉升起，人民共和国正在成长！ ​,大山里的小黄鱼,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.1024/007Wz1Mely8hunzer5x6bj30u00u0jsr.jpg?KID=imgbed,tva&Expires=1739445671&ssig=vUCnuVUorC",89,461,5646
2025-02-13 10:14:59,"#tizzyt也让我赚上说唱钱了#
啊啊啊元宵节当晚，TT宠粉又给大家发🧧，一出手就是49999，收到🧧的粉丝也太幸福了，这波元宵祝福太给力了，难怪粉丝热评“下次每个节日都发点，我也赚点说唱钱！”哈哈哈果真粉随蒸煮，和TT一样有梗有趣！
TT用音乐兑现热爱，也用行动宠粉到底！双向奔赴的爱意好戳人 ​",Hey喜塔,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.1024/0025IMDlly8hwu0ccnzqsj60u00u0gna02.jpg?KID=imgbed,tva&Expires=1739445251&ssig=y%2BcwezRVlx",2722,1430,6939
2025-02-13 10:11:29,"如果特朗普准备回归北美放弃霸权，那像美国国际开发署这样的部门，就没有存在的必要，因为他们都从属于维护霸权的分支机构。但是美国要做好这样的准备，一旦霸权崩塌，可能不是单单减少开支，很有可能会是整个秩序的崩塌。

我希望特朗普不要怂，把油门踩到底。 ​",六爷阿旦,"https://tvax4.sinaimg.cn/crop.0.75.1004.1004.1024/4fef7b18ly8gewe35pocyj21hf0u04be.jpg?KID=imgbed,tva&Expires=1739445263&ssig=9H7GKJvJVO",3,3,81
2025-02-13 10:10:58,"#日本拟推出国家公务员周休3天制# 

估计下面一堆媒体又要炒作一轮了。

继东京都厅等6个日本地方政府计划导入周休三日之后，现在共有16个日本地方政府计划导入周休三日制度。

同时日本国家公务员也计划在今年导入周休三日制度。

再画一下重点，对象都是公务员[吃瓜] ​",某非洲酋长2,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/008BmKOely8hqfezr65bpj30e80e8gm3.jpg?KID=imgbed,tva&Expires=1739445676&ssig=OI9sDjdbtR",3,21,108
2025-02-13 10:09:39,"【#文心一言4月1日起全面免费#】2月13日，随着文心大模型的迭代升级和成本不断下降，文心一言在官网宣布将于4月1日0时起全面免费，所有PC端和APP端用户均可体验文心系列最新模型。
 文心一言官网还同步透露即日起上线深度搜索功能，可为用户提供专家级内容回复，并处理多场景任务，实现多模态输入与输 ​ http://mapi/0026p7eXgy1hyir0lgy7wj60u01muwwb02",第一财经日报,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/0026p7eXly8h8vhdgp7tej60e80e8wer02.jpg?KID=imgbed,tva&Expires=1739445673&ssig=gmy0LXO4jV",489,1102,18111
2025-02-13 10:09:16,"收你们来了！哪吒2总票房超97亿，已经来到全球影史票房榜第20位！

根据猫眼专业版数据，《哪吒之魔童闹海》总票房已经来到了97.03亿，超越《死侍与金刚狼》排在全球影史票房第20位。

上映第16天，预计哪吒2今日即可突破100亿大关！这绝对是中国电影的重要里程碑。

虎扑46万JRs为哪吒2评出9.7分，也 ​",虎扑的步行街,"https://tvax2.sinaimg.cn/crop.0.0.600.600.1024/7a722219ly8hvb9wczt59j20go0go0ty.jpg?KID=imgbed,tva&Expires=1739445680&ssig=Op%2Fsr8aaGR",135,543,6935
2025-02-13 10:09:07,25年第一天的缺口终于封闭了！逢缺必补，0.04点也不放过 ​​​,天津股侠,"https://tva3.sinaimg.cn/crop.0.0.1242.1242.1024/710f2ff5jw8f8v9xo0cpcj20yi0yiwg5.jpg?KID=imgbed,tva&Expires=1739445667&ssig=mUIcdEY2%2Ba",10,41,1883
2025-02-13 10:07:52,#声生不息# @Janice衛蘭 的歌字里行间洋溢着浪漫与深情。从《大哥》到《一格格》，她的旋律直击心灵深处[心]#声生不息巡回演唱会# 清远站，好给献给你，以经典铸就新的音乐篇章！#声生不息巡回演唱会阵容# http://t.cn/A61AvFOo ​,声生不息官微,"https://tvax2.sinaimg.cn/crop.0.0.512.512.1024/008rz2O3ly8hw399l8lpsj30e80e8mxp.jpg?KID=imgbed,tva&Expires=1739445670&ssig=HSku1di3I8",1004,1018,3099
2025-02-13 10:05:42,倾心时刻，浪漫萦回。@RalphLauren拉夫劳伦香氛 全球代言人@X玖少年团肖战DAYTOY 全新广告大片，探寻爱的专属气息。#拉夫劳伦俱乐部淡香水新香上市# http://t.cn/A61Av3Px ​,肖战工作室,"https://tvax1.sinaimg.cn/crop.0.0.828.828.1024/007fzS16ly8gdirmkb6alj30n00n0jrx.jpg?KID=imgbed,tva&Expires=1739445664&ssig=FhFu6BTJrK",114195,61096,521961
2025-02-13 10:04:18,#OpenAI真的火力全开了#哇塞哇塞，OpenAI要推出GPT-5了！！我之前就挺期待o3模型的，现在直接整合到GPT-5里，感觉会更加强大。而且，免费用户也能无限制使用，这波操作真的太良心了！ChatGPT Plus和Pro用户能享受更高智能水平的服务，这也让我有点心动，可能到时候会考虑升级一下。再加上支持语音交互 ​,沐希Miss,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.1024/005FocgXly8hs3ubbn2u2j30u00u0tdo.jpg?KID=imgbed,tva&Expires=1739445671&ssig=8ineTsR8XK",17,58,214
2025-02-13 10:00:10,一时间竟不知道美国和日本在这个领域到底是谁学的谁。[思考] ​,王虎的舰桥,"https://tvax4.sinaimg.cn/crop.0.0.242.242.1024/0078YzJely8h6qqjjtnsbj306q06q0sr.jpg?KID=imgbed,tva&Expires=1739446096&ssig=1cQ%2Bp9rQau",11,46,746
2025-02-13 10:00:04,唤醒春日心动，@敷尔佳 专注面膜科研力，深彻修护肌肤、抚平躁动，细腻肤感带来细致呵护。#敷尔佳与成毅的心动同框##成毅敷尔佳全球品牌代言人# http://t.cn/A61w0KOQ ​,成毅,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.1024/002frj8lly8hj4a1cc148j60u00u0gon02.jpg?KID=imgbed,tva&Expires=1739445242&ssig=33XXqCuxaA",220856,146059,686992
2025-02-13 10:00:02,演员@林更新 先生的粉丝为武汉市小动物保护协会捐助了一批爱心物资：狗粮1110公斤，牛肉蔬菜罐头180个。感谢所有为流浪狗捐赠物资的粉丝们，你们的每一份心意，都是对这些小生命的守护。今天是演员林更新先生的生日，祝#林更新0213生日快乐#！ @心有林新-林更新官网 ​,武汉市小动物保护协会,"https://tvax2.sinaimg.cn/crop.0.0.600.600.1024/6b4eeba1ly8gxq5qd0zyaj20go0gomy5.jpg?KID=imgbed,tva&Expires=1739445672&ssig=B3tq78Ca8n",105,147,671
2025-02-13 10:00:01,"#电影哪吒之魔童闹海#国际版海报
破万重浪，跨千重山。
穿梭世界，与你相见。
海外看哪吒，天涯共此时！ ​",电影哪吒之魔童闹海,"https://tvax3.sinaimg.cn/crop.0.0.600.600.1024/006MNQ2Qly8hwfl4uwjqgj30go0go0u0.jpg?KID=imgbed,tva&Expires=1739445251&ssig=MTwEFUaH62",3089,3367,88128
2025-02-13 10:00:01,"#时代少年团[超话]# 💥#时代少年团叁重楼实体专辑#
— 新图解锁 —

不惧成长的疼痛，反复锻造内心，终会突破自我
直视前方的挑战，携手并肩而行，少年无惧无畏

时代少年团第三张实体专辑《叁重楼》预约开启

QQ音乐：http://t.cn/A61zNTew
酷狗音乐：http://t.cn/A61zNTeA

2月14日 20点 正式预售
 ​",时代少年团,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.1024/007e4nGQly8gkzng7wnouj30u00u0q41.jpg?KID=imgbed,tva&Expires=1739445664&ssig=XCC3qeXbeA",127353,9388,121894
2025-02-13 10:00:01,"#滤镜# 剧照惊喜掉落！爱是世界上最独特的滤镜，它总是能给平凡的生活增添独一无二的色彩。@MIC檀健次JC-T @李兰迪 
预约：http://t.cn/A6lmtixM ​",腾讯视频,"https://tvax4.sinaimg.cn/crop.0.0.600.600.1024/002Po4pSly8hdbxpk5l3kj60go0goq3b02.jpg?KID=imgbed,tva&Expires=1739445694&ssig=AvvhMOLzMY",19275,5409,28992
2025-02-13 10:00:01,"#宁波消防抱起小孩的那一刻国泰民安具象化了#近日，在镇海招宝山街道元宵灯会现场采访时，无意中看到了温馨的一幕——

因为现场市民众多，一名四五岁的小男孩因为个子矮小，看不到舞台上的表演。

他走到一位执勤消防员身边说：“叔叔，我看不到，你能抱我一下吗？”

面对孩子的求助，这位消防员从背 ​",西门町吃在宁波,"https://tvax4.sinaimg.cn/crop.0.0.828.828.1024/8216df68ly8h8vgsd09n6j20n00n0dga.jpg?KID=imgbed,tva&Expires=1739446096&ssig=ol6XYpKmpo",122,218,245
2025-02-13 10:00:00,【四川县融首家！双流融媒成功接入DeepSeek AI大模型】成都双流。日前，中国人工智能大模型研发企业深度求索（DeepSeek）引发全球关注。2月11日，双流区融媒体中心自持平台云上双流客户端成功接入DeepSeek-R1大模型。云上双流客户端首页提供悬浮按钮为用户提供服务入口，进入后，通过小双智能体形象欢 ​,双流发布,"https://tvax2.sinaimg.cn/crop.0.0.749.749.1024/71ccda9aly8h8vjcutuf0j20kt0ktaal.jpg?KID=imgbed,tva&Expires=1739445670&ssig=RfyBS5soRi",193,68,196
2025-02-13 09:59:45,经典 昨天实盘的 元**图 今天继续拉升，又是美滋滋的一天。 ​,蛙哥178,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.1024/0080oOuKly8hqmdjwdq13j30u00u00vy.jpg?KID=imgbed,tva&Expires=1739445663&ssig=kh8gnG23H0",219,21,427
2025-02-13 09:58:15,⚡⚡LTC112最低点上车！10几个点起飞🛫#比特币数字币[超话]# ​,发哥爱聊天,"https://tvax2.sinaimg.cn/crop.0.0.939.939.1024/0068Pgnrly8hxmg8x5mnej30q30q3taj.jpg?KID=imgbed,tva&Expires=1739446088&ssig=18g%2BcIYJfC",262,100,297
2025-02-13 09:57:00,#俄乌战争# 泽连斯基：美国正式向乌克兰提交了一份关于乌克兰自然资源的协议草案。 ​,大鹏守御千户所,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/007bVaqtly8h2349eyk2oj30e80e8751.jpg?KID=imgbed,tva&Expires=1739445242&ssig=%2F%2FgdFS7kph",3,16,67
2025-02-13 09:55:42,"#德国选举# 如何投票？
 
🇩🇪德国联邦议院的议员是通过“普遍、直接、自由、公平和秘密的选举”产生的——这是《基本法》规定的。每位公民都应能够安全地、不受外界影响地投票。
 
❓那么，具体流程是怎样的呢？
 
📄每位符合投票资格的选民都会收到一封选举通知，告知何时何地可以投票。到达投 ​",德国驻华大使馆,"https://tvax2.sinaimg.cn/crop.0.0.600.600.1024/83b424f3ly8hbeklrjz1mj20go0godhy.jpg?KID=imgbed,tva&Expires=1739445670&ssig=sYxf3TTWHb",11,21,60
2025-02-13 09:52:46,【#哪吒2票房超98亿#[打call]】#成都一影院29.9元只放哪吒2#2月13日，截至目前，哪吒2票房已经突破97亿，位居全球影史票房榜第20位。据网络平台数据显示，《哪吒之魔童闹海》AI预测总票房为160亿元！#特效团队喊话饺子哪吒3轻点折磨#@九派新闻 http://t.cn/A61wF19z ​​​,九派新闻,"https://tvax3.sinaimg.cn/crop.0.0.600.600.1024/008cHdLily8h8vgz2g178j30go0go0tm.jpg?KID=imgbed,tva&Expires=1739445670&ssig=HRJXQNauPi",141,339,4791
2025-02-13 09:51:39,#特朗普称可能在沙特阿拉伯会见普京#特朗普：我们预计普京会来这里，我也会去那里，我们第一次见面可能会在沙特阿拉伯。我们想结束战争，那场战争是一场灾难，这真是一场可怕的血腥战争。#特朗普称俄美希望结束俄乌冲突# http://t.cn/A61wsBH2 ​,寰亚SYHP,"https://tvax3.sinaimg.cn/crop.0.0.995.995.1024/005SZ2Zyly8h8ux90e7h7j30rn0rn76s.jpg?KID=imgbed,tva&Expires=1739446084&ssig=Zc2hjxcEMA",19,18,154
2025-02-13 09:45:34,"#微博电台计划##大咖说财经##暴雪纷飞#  股市背后故事【暴雪纷飞第351期】：《股市背后故事》
本周四（2月13日）下午13:30和@暴风雪天 每个交易日相约，不见不散。   http://t.cn/A61ws9x2 http://t.cn/A61ws9Mr ​",暴风雪天,"https://tva4.sinaimg.cn/crop.62.0.222.222.1024/557759ebjw8ew0ug6ardjj207x09mjs1.jpg?KID=imgbed,tva&Expires=1739445672&ssig=Ee3ktcuFwo",1,963,478
